cigarrillos;14;19;13;19;13,vodka;5;1,naipes;10;18;4;17,
cigarrillos;78,vodka;6,naipes;49,
cigarrillos;54
cigarrillos;10
cigarrillos;93
cigarrillos;92
cigarrillos;94
cigarrillos;11
cigarrillos;97
cigarrillos;87
cigarrillos;77
cigarrillos;41
cigarrillos;17
cigarrillos;18
cigarrillos;85
cigarrillos;87
cigarrillos;18
cigarrillos;8
cigarrillos;12
cigarrillos;49
cigarrillos;9
cigarrillos;89
cigarrillos;45
cigarrillos;63
cigarrillos;51
cigarrillos;13
cigarrillos;38
cigarrillos;8
cigarrillos;29
cigarrillos;78
cigarrillos;7
cigarrillos;21
cigarrillos;3
cigarrillos;8
cigarrillos;70
cigarrillos;92
cigarrillos;33
cigarrillos;73
cigarrillos;12
cigarrillos;54
cigarrillos;20
cigarrillos;59
cigarrillos;72
cigarrillos;73
cigarrillos;2
cigarrillos;16
cigarrillos;86
cigarrillos;64
cigarrillos;61
cigarrillos;92
cigarrillos;14
cigarrillos;99
cigarrillos;94
cigarrillos;60
cigarrillos;68
cigarrillos;38
cigarrillos;77
cigarrillos;91
cigarrillos;97
cigarrillos;94
cigarrillos;97
cigarrillos;75
cigarrillos;92
cigarrillos;60
cigarrillos;77
cigarrillos;79
cigarrillos;90
cigarrillos;32
cigarrillos;95
cigarrillos;42
cigarrillos;44
cigarrillos;24
cigarrillos;82
cigarrillos;25
cigarrillos;21
cigarrillos;65
cigarrillos;54
cigarrillos;33
cigarrillos;74
cigarrillos;95
cigarrillos;20
cigarrillos;60
cigarrillos;19
cigarrillos;94
cigarrillos;15
cigarrillos;6
cigarrillos;20
cigarrillos;98
cigarrillos;88
cigarrillos;1
cigarrillos;95
cigarrillos;35
cigarrillos;60
cigarrillos;89
cigarrillos;12
cigarrillos;13
cigarrillos;83
cigarrillos;63
cigarrillos;70
cigarrillos;91
cigarrillos;15
cigarrillos;95
cigarrillos;90
cigarrillos;78
cigarrillos;78
cigarrillos;33
cigarrillos;6
cigarrillos;43
cigarrillos;73
cigarrillos;10
cigarrillos;42
cigarrillos;59
cigarrillos;3
cigarrillos;99
cigarrillos;93
cigarrillos;7
cigarrillos;83
cigarrillos;76
cigarrillos;94
cigarrillos;56
cigarrillos;86
cigarrillos;9
cigarrillos;65
cigarrillos;14
cigarrillos;31
cigarrillos;86
cigarrillos;97
cigarrillos;12
cigarrillos;76
cigarrillos;35
cigarrillos;26
cigarrillos;60
cigarrillos;8
cigarrillos;51
cigarrillos;92
cigarrillos;41
cigarrillos;98
cigarrillos;50
cigarrillos;6
cigarrillos;36
cigarrillos;70
cigarrillos;71
cigarrillos;83
cigarrillos;2
cigarrillos;86
cigarrillos;49
cigarrillos;28
cigarrillos;60
cigarrillos;96
cigarrillos;27
cigarrillos;100
cigarrillos;7
cigarrillos;29
cigarrillos;12
cigarrillos;16
cigarrillos;26
cigarrillos;49
cigarrillos;81
cigarrillos;78
cigarrillos;35
cigarrillos;87
cigarrillos;7
cigarrillos;68
cigarrillos;25
cigarrillos;96
cigarrillos;19
cigarrillos;76
cigarrillos;53
cigarrillos;84
cigarrillos;99
cigarrillos;61
cigarrillos;14
cigarrillos;91
cigarrillos;13
cigarrillos;11
cigarrillos;72
cigarrillos;44
cigarrillos;74
cigarrillos;19
cigarrillos;38
cigarrillos;77
cigarrillos;11
cigarrillos;5
cigarrillos;94
cigarrillos;19
cigarrillos;35
cigarrillos;30
cigarrillos;82
cigarrillos;21
cigarrillos;66
cigarrillos;96
cigarrillos;56
cigarrillos;71
cigarrillos;2
cigarrillos;70
cigarrillos;43
cigarrillos;5
cigarrillos;8
cigarrillos;62
cigarrillos;5
cigarrillos;65
cigarrillos;62
cigarrillos;46
cigarrillos;32
cigarrillos;45
cigarrillos;43
cigarrillos;83
cigarrillos;67
vodka;11
vodka;52
vodka;87
vodka;94
vodka;18
vodka;31
vodka;67
vodka;40
vodka;27
vodka;98
vodka;21
vodka;80
vodka;81
vodka;52
vodka;16
vodka;32
vodka;18
vodka;78
vodka;15
vodka;39
vodka;8
vodka;79
vodka;67
vodka;75
vodka;39
vodka;77
vodka;83
vodka;4
vodka;63
vodka;2
vodka;10
vodka;50
vodka;19
vodka;86
vodka;28
vodka;5
vodka;100
vodka;44
vodka;3
vodka;88
vodka;22
vodka;25
vodka;60
vodka;64
vodka;64
vodka;5
vodka;91
vodka;88
vodka;20
vodka;29
vodka;32
vodka;90
vodka;57
vodka;37
vodka;93
vodka;81
vodka;2
vodka;25
vodka;99
vodka;90
vodka;34
vodka;67
vodka;44
vodka;3
vodka;57
vodka;52
vodka;10
vodka;56
vodka;66
vodka;17
vodka;59
vodka;47
vodka;1
vodka;52
vodka;89
vodka;47
vodka;49
vodka;70
vodka;53
vodka;50
vodka;1
vodka;77
vodka;35
vodka;34
vodka;47
vodka;100
