cigarrillos;19;19;1,vodka;15;8;15;8,naipes;5;19;11,
cigarrillos;39,vodka;46,naipes;35,
cigarrillos;7
cigarrillos;100
cigarrillos;97
cigarrillos;13
cigarrillos;60
cigarrillos;51
cigarrillos;90
cigarrillos;48
cigarrillos;77
cigarrillos;52
cigarrillos;29
cigarrillos;5
cigarrillos;79
cigarrillos;38
cigarrillos;73
cigarrillos;51
cigarrillos;95
cigarrillos;49
cigarrillos;13
cigarrillos;75
cigarrillos;1
cigarrillos;54
cigarrillos;57
cigarrillos;99
cigarrillos;9
cigarrillos;31
cigarrillos;29
cigarrillos;15
cigarrillos;20
cigarrillos;34
cigarrillos;2
cigarrillos;96
cigarrillos;95
cigarrillos;59
cigarrillos;71
cigarrillos;75
cigarrillos;100
cigarrillos;65
cigarrillos;14
cigarrillos;9
cigarrillos;54
cigarrillos;37
cigarrillos;47
cigarrillos;86
cigarrillos;5
cigarrillos;60
cigarrillos;81
cigarrillos;62
cigarrillos;64
cigarrillos;97
cigarrillos;34
cigarrillos;46
cigarrillos;61
cigarrillos;50
cigarrillos;47
cigarrillos;66
cigarrillos;28
cigarrillos;6
cigarrillos;21
cigarrillos;67
cigarrillos;99
cigarrillos;59
cigarrillos;19
cigarrillos;69
cigarrillos;65
cigarrillos;91
cigarrillos;26
cigarrillos;89
cigarrillos;56
cigarrillos;10
cigarrillos;44
cigarrillos;81
cigarrillos;97
cigarrillos;91
cigarrillos;68
cigarrillos;15
cigarrillos;27
cigarrillos;1
cigarrillos;82
cigarrillos;83
cigarrillos;34
cigarrillos;35
cigarrillos;89
cigarrillos;38
cigarrillos;50
cigarrillos;50
cigarrillos;81
cigarrillos;92
cigarrillos;11
cigarrillos;9
cigarrillos;46
cigarrillos;34
cigarrillos;74
cigarrillos;32
cigarrillos;54
cigarrillos;46
cigarrillos;82
cigarrillos;70
cigarrillos;76
cigarrillos;11
cigarrillos;49
cigarrillos;89
cigarrillos;11
cigarrillos;27
cigarrillos;59
cigarrillos;55
cigarrillos;100
cigarrillos;4
cigarrillos;12
cigarrillos;56
cigarrillos;48
cigarrillos;100
cigarrillos;63
cigarrillos;58
cigarrillos;67
cigarrillos;17
cigarrillos;72
cigarrillos;84
